HERMANSA 260,511242704,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,217,A2,B2,C2,D2,E2,F3,G3,H2,I2,J2,K2,-294,-142.813333333333,-166.293333333333,-113.773333333333,-121.92,-259.4,R,C,S,R-C-S,-215.106666666666,-191.626666666667,-180.813333333333,Ahli Ilmu Sosial (Sosiologi),Ahli Ilmu Kelautan (Oseanografi),bambang,1231674
HERMANSA 261,511242705,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,217,A3,B2,C2,D3,E2,F3,G3,H2,I2,J2,K2,-295.371428571429,-143.556761904762,-167.151619047619,-114.403619047619,-122.550857142857,-260.66,A,S,E,A-S-E,-216.194095238095,-192.599238095238,-181.72819047619,Ahli Ilmu Tanah (Agronomi),Arkeolog,bambang,1231675
HERMANSA 262,511242706,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,218,A3,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,-296.742857142858,-144.300190476191,-168.009904761905,-115.033904761905,-123.181714285714,-261.92,A,S,E,A-S-E,-217.281523809524,-193.571809523809,-182.643047619047,Ahli Kacamata-Optisian,Ahli Ilmu Tanah (Agronomi),bambang,1231676
HERMANSA 263,511242707,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,218,A2,B4,C2,D2,E2,F2,G2,H2,I2,J2,K4,-298.114285714286,-145.043619047619,-168.86819047619,-115.66419047619,-123.812571428571,-263.18,A,S,E,A-S-E,-218.368952380952,-194.544380952381,-183.557904761904,Arsitek Tata Ruang (Lanskap),Ahli Kesehatan Gigi,bambang,1231677
HERMANSA 264,511242708,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,219,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,-299.485714285715,-145.787047619048,-169.726476190476,-116.294476190476,-124.443428571428,-264.44,A,S,E,A-S-E,-219.456380952381,-195.516952380952,-184.472761904761,Ahli Ilmu Hewan,Ahli Ilmu Cuaca (Meteorologi),bambang,1231678
HERMANSA 265,511242709,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,220,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,-300.857142857143,-146.530476190476,-170.584761904762,-116.924761904762,-125.074285714286,-265.7,A,S,E,A-S-E,-220.543809523809,-196.489523809524,-185.387619047619,Ahli Ilmu Hewan,Ahli Ilmu Kelautan (Oseanografi),bambang,1231679
HERMANSA 266,511242710,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,220,A2,B2,C2,D2,E2,F3,G3,H2,I2,J2,K2,-302.228571428572,-147.273904761905,-171.443047619048,-117.555047619048,-125.705142857143,-266.96,R,C,S,R-C-S,-221.631238095238,-197.462095238095,-186.302476190476,Ahli Ilmu Sosial (Sosiologi),Ahli Ilmu Kelautan (Oseanografi),bambang,1231680
HERMANSA 267,511242711,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,221,A3,B2,C2,D3,E2,F3,G3,H2,I2,J2,K2,-303.6,-148.017333333333,-172.301333333333,-118.185333333333,-126.336,-268.22,A,S,E,A-S-E,-222.718666666666,-198.434666666667,-187.217333333333,Ahli Ilmu Tanah (Agronomi),Arkeolog,bambang,1231681
HERMANSA 268,511242712,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,221,A3,B3,C2,D2,E2,F2,G2,H2,I2,J2,K3,-304.971428571429,-148.760761904762,-173.159619047619,-118.815619047619,-126.966857142857,-269.48,A,S,E,A-S-E,-223.806095238095,-199.407238095238,-188.13219047619,Ahli Kacamata-Optisian,Ahli Ilmu Tanah (Agronomi),bambang,1231682
HERMANSA 269,511242713,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,222,A2,B4,C2,D2,E2,F2,G2,H2,I2,J2,K4,-306.342857142858,-149.504190476191,-174.017904761905,-119.445904761905,-127.597714285714,-270.74,A,S,E,A-S-E,-224.893523809524,-200.379809523809,-189.047047619047,Arsitek Tata Ruang (Lanskap),Ahli Kesehatan Gigi,bambang,1231683
HERMANSA 270,511242714,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,222,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,-307.714285714286,-150.247619047619,-174.87619047619,-120.07619047619,-128.228571428571,-272,A,S,E,A-S-E,-225.980952380952,-201.352380952381,-189.961904761904,Ahli Ilmu Hewan,Ahli Ilmu Cuaca (Meteorologi),bambang,1231684
HERMANSA 271,511242715,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,223,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,-309.085714285715,-150.991047619048,-175.734476190476,-120.706476190476,-128.859428571428,-273.26,A,S,E,A-S-E,-227.068380952381,-202.324952380952,-190.876761904761,Ahli Ilmu Hewan,Ahli Ilmu Kelautan (Oseanografi),bambang,1231685
HERMANSA 272,511242716,SMK NEGERI Coba 1,19 JULI 2020,LAKI-LAKI,12 JANUARI 2005,15,224,A2,B2,C2,D2,E2,F3,G3,H2,I2,J2,K2,-310.457142857143,-151.734476190476,-176.592761904762,-121.336761904762,-129.490285714286,-274.52,R,C,S,R-C-S,-228.155809523809,-203.297523809524,-191.791619047619,Ahli Ilmu Sosial (Sosiologi),Ahli Ilmu Kelautan (Oseanografi),bambang,1231686
HERMANSA 273,511242717,SMK NEGERI Coba 1,19 JULI 2020,PEREMPUAN,12 JANUARI 2005,15,224,A3,B2,C2,D3,E2,F3,G3,H2,I2,J2,K2,-311.828571428572,-152.477904761905,-177.451047619048,-121.967047619048,-130.121142857143,-275.78,A,S,E,A-S-E,-229.243238095238,-204.270095238095,-192.706476190476,Ahli Ilmu Tanah (Agronomi),Arkeolog,bambang,1231687
